Uniprot_ID	HPO-Term-ID
CBPA1_HUMAN	HP:0005213
CBPN_HUMAN	HP:0000007
CBPN_HUMAN	HP:0100665
HEM6_HUMAN	HP:0002240
HEM6_HUMAN	HP:0008066
HEM6_HUMAN	HP:0000963
HEM6_HUMAN	HP:0004804
HEM6_HUMAN	HP:0000006
HEM6_HUMAN	HP:0001289
HEM6_HUMAN	HP:0001034
HEM6_HUMAN	HP:0000716
HEM6_HUMAN	HP:0002829
HEM6_HUMAN	HP:0001744
HEM6_HUMAN	HP:0001939
HEM6_HUMAN	HP:0002902
HEM6_HUMAN	HP:0002203
HEM6_HUMAN	HP:0002013
HEM6_HUMAN	HP:0002014
HEM6_HUMAN	HP:0011999
HEM6_HUMAN	HP:0000992
HEM6_HUMAN	HP:0003489
HEM6_HUMAN	HP:0000737
HEM6_HUMAN	HP:0002017
HEM6_HUMAN	HP:0000738
HEM6_HUMAN	HP:0001250
HEM6_HUMAN	HP:0002019
HEM6_HUMAN	HP:0000739
HEM6_HUMAN	HP:0009830
HEM6_HUMAN	HP:0000998
HEM6_HUMAN	HP:0002027
HEM6_HUMAN	HP:0100785
HEM6_HUMAN	HP:0001649
HEM6_HUMAN	HP:0003829
HEM6_HUMAN	HP:0000822
HEM6_HUMAN	HP:0000952
HEM6_HUMAN	HP:0008765
HEM6_HUMAN	HP:0003326
HEM6_HUMAN	HP:0002367
CPSM_HUMAN	HP:0000737
CPSM_HUMAN	HP:0001249
CPSM_HUMAN	HP:0001250
CPSM_HUMAN	HP:0001987
CPSM_HUMAN	HP:0001251
CPSM_HUMAN	HP:0001252
CPSM_HUMAN	HP:0001508
CPSM_HUMAN	HP:0002181
CPSM_HUMAN	HP:0001254
CPSM_HUMAN	HP:0000007
CPSM_HUMAN	HP:0005961
CPSM_HUMAN	HP:0001259
CPSM_HUMAN	HP:0002093
CPSM_HUMAN	HP:0001263
CPSM_HUMAN	HP:0001297
CPSM_HUMAN	HP:0003572
CPSM_HUMAN	HP:0002038
CPSM_HUMAN	HP:0003355
CPSM_HUMAN	HP:0002013
CPSM_HUMAN	HP:0001950
CPSM_HUMAN	HP:0001951
CPT1A_HUMAN	HP:0002240
CPT1A_HUMAN	HP:0001985
CPT1A_HUMAN	HP:0003202
CPT1A_HUMAN	HP:0001987
CPT1A_HUMAN	HP:0000708
CPT1A_HUMAN	HP:0000007
CPT1A_HUMAN	HP:0001290
CPT1A_HUMAN	HP:0007185
CPT1A_HUMAN	HP:0004374
CPT1A_HUMAN	HP:0008279
CPT1A_HUMAN	HP:0001943
CPT1A_HUMAN	HP:0012378
CPT1A_HUMAN	HP:0011675
CPT1A_HUMAN	HP:0001947
CPT1A_HUMAN	HP:0002014
CPT1A_HUMAN	HP:0002910
CPT1A_HUMAN	HP:0001250
CPT1A_HUMAN	HP:0001315
CPT1A_HUMAN	HP:0003236
CPT1A_HUMAN	HP:0001252
CPT1A_HUMAN	HP:0001254
CPT1A_HUMAN	HP:0007335
CPT1A_HUMAN	HP:0001639
CPT1A_HUMAN	HP:0001640
CPT1A_HUMAN	HP:0008872
CPT1A_HUMAN	HP:0001259
CPT1A_HUMAN	HP:0001645
CPT1A_HUMAN	HP:0001397
CPT1A_HUMAN	HP:0001399
CPT1A_HUMAN	HP:0002167
CPT1A_HUMAN	HP:0002686
CPT2_HUMAN	HP:0003201
CPT2_HUMAN	HP:0000003
CPT2_HUMAN	HP:0002181
CPT2_HUMAN	HP:0000518
CPT2_HUMAN	HP:0000006
CPT2_HUMAN	HP:0000007
CPT2_HUMAN	HP:0001800
CPT2_HUMAN	HP:0003593
CPT2_HUMAN	HP:0000396
CPT2_HUMAN	HP:0006799
CPT2_HUMAN	HP:0010511
CPT2_HUMAN	HP:0001298
CPT2_HUMAN	HP:0001945
CPT2_HUMAN	HP:0001562
CPT2_HUMAN	HP:0011675
CPT2_HUMAN	HP:0001182
CPT2_HUMAN	HP:0000414
CPT2_HUMAN	HP:0006559
CPT2_HUMAN	HP:0011936
CPT2_HUMAN	HP:0003236
CPT2_HUMAN	HP:0001958
CPT2_HUMAN	HP:0001319
CPT2_HUMAN	HP:0008872
CPT2_HUMAN	HP:0002987
CPT2_HUMAN	HP:0001324
CPT2_HUMAN	HP:0002093
CPT2_HUMAN	HP:0011309
CPT2_HUMAN	HP:0002098
CPT2_HUMAN	HP:0005943
CPT2_HUMAN	HP:0002104
CPT2_HUMAN	HP:0000189
CPT2_HUMAN	HP:0007229
CPT2_HUMAN	HP:0002878
CPT2_HUMAN	HP:0002240
CPT2_HUMAN	HP:0001985
CPT2_HUMAN	HP:0003394
CPT2_HUMAN	HP:0001987
CPT2_HUMAN	HP:0002119
CPT2_HUMAN	HP:0000073
CPT2_HUMAN	HP:0002126
CPT2_HUMAN	HP:0006610
CPT2_HUMAN	HP:0000083
CPT2_HUMAN	HP:0011220
CPT2_HUMAN	HP:0000340
CPT2_HUMAN	HP:0012378
CPT2_HUMAN	HP:0000218
CPT2_HUMAN	HP:0000348
CPT2_HUMAN	HP:0002013
CPT2_HUMAN	HP:0002910
CPT2_HUMAN	HP:0012639
CPT2_HUMAN	HP:0001760
CPT2_HUMAN	HP:0003552
CPT2_HUMAN	HP:0002017
CPT2_HUMAN	HP:0002913
CPT2_HUMAN	HP:0001250
CPT2_HUMAN	HP:0009058
CPT2_HUMAN	HP:0001252
CPT2_HUMAN	HP:0008293
CPT2_HUMAN	HP:0001254
CPT2_HUMAN	HP:0001638
CPT2_HUMAN	HP:0000358
CPT2_HUMAN	HP:0001640
CPT2_HUMAN	HP:0000105
CPT2_HUMAN	HP:0001259
CPT2_HUMAN	HP:0001644
CPT2_HUMAN	HP:0006380
CPT2_HUMAN	HP:0007023
CPT2_HUMAN	HP:0000113
CPT2_HUMAN	HP:0000369
CPT2_HUMAN	HP:0001522
CPT2_HUMAN	HP:0003573
CPT2_HUMAN	HP:0001399
CPT2_HUMAN	HP:0001274
CPT2_HUMAN	HP:0001403
CPT2_HUMAN	HP:0008315
CPT2_HUMAN	HP:0000252
CPT2_HUMAN	HP:0003198
CPT2_HUMAN	HP:0000126
CPT2_HUMAN	HP:0003326
CPT2_HUMAN	HP:0003455
CR2_HUMAN	HP:0002240
CR2_HUMAN	HP:0006532
CR2_HUMAN	HP:0000389
CR2_HUMAN	HP:0000006
CR2_HUMAN	HP:0001287
CR2_HUMAN	HP:0000007
CR2_HUMAN	HP:0002633
CR2_HUMAN	HP:0002829
CR2_HUMAN	HP:0002960
CR2_HUMAN	HP:0001744
CR2_HUMAN	HP:0000403
CR2_HUMAN	HP:0000979
CR2_HUMAN	HP:0002837
CR2_HUMAN	HP:0001878
CR2_HUMAN	HP:0004313
CR2_HUMAN	HP:0004315
CR2_HUMAN	HP:0002716
CR2_HUMAN	HP:0002205
CR2_HUMAN	HP:0002014
CR2_HUMAN	HP:0002718
CR2_HUMAN	HP:0002910
CR2_HUMAN	HP:0002720
CR2_HUMAN	HP:0001888
CR2_HUMAN	HP:0002721
CR2_HUMAN	HP:0002850
CR2_HUMAN	HP:0011108
CR2_HUMAN	HP:0002023
CR2_HUMAN	HP:0002664
CR2_HUMAN	HP:0002665
CR2_HUMAN	HP:0002729
CR2_HUMAN	HP:0002090
CR2_HUMAN	HP:0002091
CR2_HUMAN	HP:0002028
CR2_HUMAN	HP:0002097
CR2_HUMAN	HP:0100723
CR2_HUMAN	HP:0001973
CR2_HUMAN	HP:0000248
CR2_HUMAN	HP:0005435
CR2_HUMAN	HP:0001531
CR2_HUMAN	HP:0000509
CR2_HUMAN	HP:0002110
CR2_HUMAN	HP:0006783
CACP_HUMAN	HP:0001347
CACP_HUMAN	HP:0001270
CACP_HUMAN	HP:0000007
CACP_HUMAN	HP:0001272
CACP_HUMAN	HP:0001337
CACP_HUMAN	HP:0001290
CACP_HUMAN	HP:0000763
CACP_HUMAN	HP:0003676
CACP_HUMAN	HP:0006957
CACP_HUMAN	HP:0002317
CACP_HUMAN	HP:0000750
CACP_HUMAN	HP:0001310
CREB1_HUMAN	HP:0001428
CREB1_HUMAN	HP:0012315
CBP_HUMAN	HP:0000260
CBP_HUMAN	HP:0000006
CBP_HUMAN	HP:0000518
CBP_HUMAN	HP:0005895
CBP_HUMAN	HP:0000520
CBP_HUMAN	HP:0001290
CBP_HUMAN	HP:0003083
CBP_HUMAN	HP:0002317
CBP_HUMAN	HP:0000270
CBP_HUMAN	HP:0000527
CBP_HUMAN	HP:0000273
CBP_HUMAN	HP:0001042
CBP_HUMAN	HP:0000278
CBP_HUMAN	HP:0010775
CBP_HUMAN	HP:0001561
CBP_HUMAN	HP:0000539
CBP_HUMAN	HP:0000028
CBP_HUMAN	HP:0000286
CBP_HUMAN	HP:0009765
CBP_HUMAN	HP:0000294
CBP_HUMAN	HP:0011304
CBP_HUMAN	HP:0000047
CBP_HUMAN	HP:0000049
CBP_HUMAN	HP:0002353
CBP_HUMAN	HP:0002098
CBP_HUMAN	HP:0002866
CBP_HUMAN	HP:0002869
CBP_HUMAN	HP:0002870
CBP_HUMAN	HP:0001335
CBP_HUMAN	HP:0004411
CBP_HUMAN	HP:0000574
CBP_HUMAN	HP:0001601
CBP_HUMAN	HP:0002370
CBP_HUMAN	HP:0010562
CBP_HUMAN	HP:0001347
CBP_HUMAN	HP:0000579
CBP_HUMAN	HP:0010055
CBP_HUMAN	HP:0000327
CBP_HUMAN	HP:0010314
CBP_HUMAN	HP:0000077
CBP_HUMAN	HP:0000589
CBP_HUMAN	HP:0011087
CBP_HUMAN	HP:0010066
CBP_HUMAN	HP:0006483
CBP_HUMAN	HP:0002650
CBP_HUMAN	HP:0001371
CBP_HUMAN	HP:0000347
CBP_HUMAN	HP:0001629
CBP_HUMAN	HP:0001631
CBP_HUMAN	HP:0002144
CBP_HUMAN	HP:0001382
CBP_HUMAN	HP:0100710
CBP_HUMAN	HP:0001643
CBP_HUMAN	HP:0001388
CBP_HUMAN	HP:0000365
CBP_HUMAN	HP:0001135
CBP_HUMAN	HP:0005743
CBP_HUMAN	HP:0004209
CBP_HUMAN	HP:0000369
CBP_HUMAN	HP:0002162
CBP_HUMAN	HP:0001909
CBP_HUMAN	HP:0000377
CBP_HUMAN	HP:0001159
CBP_HUMAN	HP:0002183
CBP_HUMAN	HP:0000136
CBP_HUMAN	HP:0002697
CBP_HUMAN	HP:0002700
CBP_HUMAN	HP:0001425
CBP_HUMAN	HP:0006297
CBP_HUMAN	HP:0011675
CBP_HUMAN	HP:0000160
CBP_HUMAN	HP:0003745
CBP_HUMAN	HP:0001956
CBP_HUMAN	HP:0000678
CBP_HUMAN	HP:0008872
CBP_HUMAN	HP:0008107
CBP_HUMAN	HP:0000431
CBP_HUMAN	HP:0000689
CBP_HUMAN	HP:0002999
CBP_HUMAN	HP:0005306
CBP_HUMAN	HP:0000954
CBP_HUMAN	HP:0002236
CBP_HUMAN	HP:0000444
CBP_HUMAN	HP:0001212
CBP_HUMAN	HP:0000189
CBP_HUMAN	HP:0000957
CBP_HUMAN	HP:0002750
CBP_HUMAN	HP:0009921
CBP_HUMAN	HP:0008897
CBP_HUMAN	HP:0010442
CBP_HUMAN	HP:0002251
CBP_HUMAN	HP:0000717
CBP_HUMAN	HP:0002007
CBP_HUMAN	HP:0000218
CBP_HUMAN	HP:0000733
CBP_HUMAN	HP:0000736
CBP_HUMAN	HP:0001249
CBP_HUMAN	HP:0000481
CBP_HUMAN	HP:0003298
CBP_HUMAN	HP:0001250
CBP_HUMAN	HP:0004322
CBP_HUMAN	HP:0001763
CBP_HUMAN	HP:0002019
CBP_HUMAN	HP:0002788
CBP_HUMAN	HP:0001508
CBP_HUMAN	HP:0001252
CBP_HUMAN	HP:0000742
CBP_HUMAN	HP:0000490
CBP_HUMAN	HP:0000750
CBP_HUMAN	HP:0000494
CBP_HUMAN	HP:0001007
CBP_HUMAN	HP:0000752
CBP_HUMAN	HP:0009715
CBP_HUMAN	HP:0003828
CBP_HUMAN	HP:0000756
CBP_HUMAN	HP:0000501
CBP_HUMAN	HP:0003319
CBP_HUMAN	HP:0002553
CBP_HUMAN	HP:0001274
CBP_HUMAN	HP:0000508
CBP_HUMAN	HP:0000252
CBP_HUMAN	HP:0000767
CRKL_HUMAN	HP:0000010
CRKL_HUMAN	HP:0001802
CRKL_HUMAN	HP:0100490
CRKL_HUMAN	HP:0001166
CRKL_HUMAN	HP:0000272
CRKL_HUMAN	HP:0000657
CRKL_HUMAN	HP:0002705
CRKL_HUMAN	HP:0000276
CRKL_HUMAN	HP:0000407
CRKL_HUMAN	HP:0000023
CRKL_HUMAN	HP:0001817
CRKL_HUMAN	HP:0009882
CRKL_HUMAN	HP:0002205
CRKL_HUMAN	HP:0002463
CRKL_HUMAN	HP:0000160
CRKL_HUMAN	HP:0002721
CRKL_HUMAN	HP:0000426
CRKL_HUMAN	HP:0000430
CRKL_HUMAN	HP:0002607
CRKL_HUMAN	HP:0000175
CRKL_HUMAN	HP:0000307
CRKL_HUMAN	HP:0004279
CRKL_HUMAN	HP:0010296
CRKL_HUMAN	HP:0001852
CRKL_HUMAN	HP:0005692
CRKL_HUMAN	HP:0000319
CRKL_HUMAN	HP:0100033
CRKL_HUMAN	HP:0009795
CRKL_HUMAN	HP:0000324
CRKL_HUMAN	HP:0000581
CRKL_HUMAN	HP:0000453
CRKL_HUMAN	HP:0000716
CRKL_HUMAN	HP:0004942
CRKL_HUMAN	HP:0000722
CRKL_HUMAN	HP:0001622
CRKL_HUMAN	HP:0006487
CRKL_HUMAN	HP:0000219
CRKL_HUMAN	HP:0001629
CRKL_HUMAN	HP:0001631
CRKL_HUMAN	HP:0001249
CRKL_HUMAN	HP:0004322
CRKL_HUMAN	HP:0001250
CRKL_HUMAN	HP:0001763
CRKL_HUMAN	HP:0002021
CRKL_HUMAN	HP:0001511
CRKL_HUMAN	HP:0002664
CRKL_HUMAN	HP:0007018
CRKL_HUMAN	HP:0000490
CRKL_HUMAN	HP:0001770
CRKL_HUMAN	HP:0003307
CRKL_HUMAN	HP:0000363
CRKL_HUMAN	HP:0001263
CRKL_HUMAN	HP:0002673
CRKL_HUMAN	HP:0004209
CRKL_HUMAN	HP:0009465
CRKL_HUMAN	HP:0002553
CRKL_HUMAN	HP:0001659
CRKL_HUMAN	HP:0000252
CRKL_HUMAN	HP:0001660
CRX_HUMAN	HP:0000512
CRX_HUMAN	HP:0000518
CRX_HUMAN	HP:0000006
CRX_HUMAN	HP:0000007
CRX_HUMAN	HP:0000135
CRX_HUMAN	HP:0000648
CRX_HUMAN	HP:0012043
CRX_HUMAN	HP:0001419
CRX_HUMAN	HP:0000533
CRX_HUMAN	HP:0000405
CRX_HUMAN	HP:0004374
CRX_HUMAN	HP:0000662
CRX_HUMAN	HP:0007703
CRX_HUMAN	HP:0000407
CRX_HUMAN	HP:0008736
CRX_HUMAN	HP:0006817
CRX_HUMAN	HP:0000035
CRX_HUMAN	HP:0002084
CRX_HUMAN	HP:0000548
CRX_HUMAN	HP:0000550
CRX_HUMAN	HP:0000551
CRX_HUMAN	HP:0007722
CRX_HUMAN	HP:0000431
CRX_HUMAN	HP:0000563
CRX_HUMAN	HP:0007737
CRX_HUMAN	HP:0007994
CRX_HUMAN	HP:0001347
CRX_HUMAN	HP:0000842
CRX_HUMAN	HP:0000463
CRX_HUMAN	HP:0005978
CRX_HUMAN	HP:0000602
CRX_HUMAN	HP:0000603
CRX_HUMAN	HP:0000987
CRX_HUMAN	HP:0012508
CRX_HUMAN	HP:0002269
CRX_HUMAN	HP:0001249
CRX_HUMAN	HP:0001250
CRX_HUMAN	HP:0001252
CRX_HUMAN	HP:0000613
CRX_HUMAN	HP:0001513
CRX_HUMAN	HP:0000618
CRX_HUMAN	HP:0000365
CRX_HUMAN	HP:0001133
CRX_HUMAN	HP:0008046
CRX_HUMAN	HP:0001263
CRX_HUMAN	HP:0007663
CRX_HUMAN	HP:0001141
CRX_HUMAN	HP:0011509
CRX_HUMAN	HP:0031605
CRX_HUMAN	HP:0000501
CRX_HUMAN	HP:0000505
CRX_HUMAN	HP:0012795
CRX_HUMAN	HP:0007675
CRX_HUMAN	HP:0000510
CRX_HUMAN	HP:0000639
CRY1_HUMAN	HP:0100785
CRY1_HUMAN	HP:0000006
CRYA2_HUMAN	HP:0000545
CRYA2_HUMAN	HP:0000482
CRYA2_HUMAN	HP:0000612
CRYA2_HUMAN	HP:0000518
CRYA2_HUMAN	HP:0000486
CRYA2_HUMAN	HP:0000646
CRYA2_HUMAN	HP:0000006
CRYA2_HUMAN	HP:0000007
CRYA2_HUMAN	HP:0000519
CRYA2_HUMAN	HP:0001131
CRYA2_HUMAN	HP:0007957
CRYA2_HUMAN	HP:0000501
CRYA2_HUMAN	HP:0000568
CRYA2_HUMAN	HP:0007834
CRYA2_HUMAN	HP:0000639
CRYAA_HUMAN	HP:0000545
CRYAA_HUMAN	HP:0000482
CRYAA_HUMAN	HP:0000612
CRYAA_HUMAN	HP:0000518
CRYAA_HUMAN	HP:0000486
CRYAA_HUMAN	HP:0000646
CRYAA_HUMAN	HP:0000006
CRYAA_HUMAN	HP:0000007
CRYAA_HUMAN	HP:0000519
CRYAA_HUMAN	HP:0001131
CRYAA_HUMAN	HP:0007957
CRYAA_HUMAN	HP:0000501
CRYAA_HUMAN	HP:0000568
CRYAA_HUMAN	HP:0007834
CRYAA_HUMAN	HP:0000639
CRYAB_HUMAN	HP:0003457
CRYAB_HUMAN	HP:0003458
CRYAB_HUMAN	HP:0000006
CRYAB_HUMAN	HP:0000518
CRYAB_HUMAN	HP:0000007
CRYAB_HUMAN	HP:0000519
CRYAB_HUMAN	HP:0002063
CRYAB_HUMAN	HP:0040081
CRYAB_HUMAN	HP:0030225
CRYAB_HUMAN	HP:0000407
CRYAB_HUMAN	HP:0003736
CRYAB_HUMAN	HP:0002460
CRYAB_HUMAN	HP:0003236
CRYAB_HUMAN	HP:0000556
CRYAB_HUMAN	HP:0002355
CRYAB_HUMAN	HP:0100020
CRYAB_HUMAN	HP:0002104
CRYAB_HUMAN	HP:0002747
CRYAB_HUMAN	HP:0002878
CRYAB_HUMAN	HP:0009027
CRYAB_HUMAN	HP:0001349
CRYAB_HUMAN	HP:0100299
CRYAB_HUMAN	HP:0001612
CRYAB_HUMAN	HP:0001618
CRYAB_HUMAN	HP:0001874
CRYAB_HUMAN	HP:0000467
CRYAB_HUMAN	HP:0000982
CRYAB_HUMAN	HP:0001371
CRYAB_HUMAN	HP:0001115
CRYAB_HUMAN	HP:0003677
CRYAB_HUMAN	HP:0003678
CRYAB_HUMAN	HP:0002015
CRYAB_HUMAN	HP:0003552
CRYAB_HUMAN	HP:0003555
CRYAB_HUMAN	HP:0100578
CRYAB_HUMAN	HP:0003557
CRYAB_HUMAN	HP:0001638
CRYAB_HUMAN	HP:0001639
CRYAB_HUMAN	HP:0009063
CRYAB_HUMAN	HP:0003560
CRYAB_HUMAN	HP:0001644
CRYAB_HUMAN	HP:0003694
CRYAB_HUMAN	HP:0009072
CRYAB_HUMAN	HP:0001265
CRYAB_HUMAN	HP:0009073
CRYAB_HUMAN	HP:0001653
CRYAB_HUMAN	HP:0003325
CRYAB_HUMAN	HP:0003581
CRYAB_HUMAN	HP:0003198
CRYAB_HUMAN	HP:0003327
CRBA1_HUMAN	HP:0000006
CRBA1_HUMAN	HP:0000519
CRBA1_HUMAN	HP:0008031
CRBA2_HUMAN	HP:0000545
CRBA2_HUMAN	HP:0000501
CRBA2_HUMAN	HP:0000006
CRBA2_HUMAN	HP:0000519
CRBA4_HUMAN	HP:0000545
CRBA4_HUMAN	HP:0000482
CRBA4_HUMAN	HP:0007971
CRBA4_HUMAN	HP:0000612
CRBA4_HUMAN	HP:0007957
CRBA4_HUMAN	HP:0000006
CRBA4_HUMAN	HP:0000518
CRBA4_HUMAN	HP:0001131
CRBA4_HUMAN	HP:0000639
CRBB1_HUMAN	HP:0000545
CRBB1_HUMAN	HP:0000482
CRBB1_HUMAN	HP:0000612
CRBB1_HUMAN	HP:0010693
CRBB1_HUMAN	HP:0000006
CRBB1_HUMAN	HP:0000646
CRBB1_HUMAN	HP:0000518
CRBB1_HUMAN	HP:0000007
CRBB1_HUMAN	HP:0000519
CRBB1_HUMAN	HP:0001131
CRBB1_HUMAN	HP:0100018
CRBB1_HUMAN	HP:0007957
CRBB1_HUMAN	HP:0000639
CRBB2_HUMAN	HP:0000545
CRBB2_HUMAN	HP:0000482
CRBB2_HUMAN	HP:0000612
CRBB2_HUMAN	HP:0007957
CRBB2_HUMAN	HP:0000518
CRBB2_HUMAN	HP:0000006
CRBB2_HUMAN	HP:0000519
CRBB2_HUMAN	HP:0010695
CRBB2_HUMAN	HP:0007976
CRBB2_HUMAN	HP:0010698
CRBB2_HUMAN	HP:0001131
CRBB2_HUMAN	HP:0000639
CRBB3_HUMAN	HP:0100018
CRBB3_HUMAN	HP:0000501
CRBB3_HUMAN	HP:0000006
CRBB3_HUMAN	HP:0000007
CRBB3_HUMAN	HP:0000519
CRGB_HUMAN	HP:0000006
CRGB_HUMAN	HP:0000519
CRGC_HUMAN	HP:0000545
CRGC_HUMAN	HP:0000482
CRGC_HUMAN	HP:0100018
CRGC_HUMAN	HP:0000612
CRGC_HUMAN	HP:0000613
CRGC_HUMAN	HP:0007957
CRGC_HUMAN	HP:0000646
CRGC_HUMAN	HP:0000006
CRGC_HUMAN	HP:0000518
CRGC_HUMAN	HP:0000519
CRGC_HUMAN	HP:0001131
CRGC_HUMAN	HP:0000639
CRGD_HUMAN	HP:0000545
CRGD_HUMAN	HP:0000482
CRGD_HUMAN	HP:0000612
CRGD_HUMAN	HP:0007957
CRGD_HUMAN	HP:0000518
CRGD_HUMAN	HP:0000006
CRGD_HUMAN	HP:0000519
CRGD_HUMAN	HP:0001131
CRGD_HUMAN	HP:0000639
CRYGS_HUMAN	HP:0000006
CRYGS_HUMAN	HP:0000518
CRYGS_HUMAN	HP:0010922
CRYM_HUMAN	HP:0000006
CRYM_HUMAN	HP:0000407
CSF1R_HUMAN	HP:0000256
CSF1R_HUMAN	HP:0001347
CSF1R_HUMAN	HP:0002500
CSF1R_HUMAN	HP:0002180
CSF1R_HUMAN	HP:0000006
CSF1R_HUMAN	HP:0000007
CSF1R_HUMAN	HP:0002119
CSF1R_HUMAN	HP:0003016
CSF1R_HUMAN	HP:0000648
CSF1R_HUMAN	HP:0007305
CSF1R_HUMAN	HP:0002186
CSF1R_HUMAN	HP:0001290
CSF1R_HUMAN	HP:0000716
CSF1R_HUMAN	HP:0002510
CSF1R_HUMAN	HP:0002063
CSF1R_HUMAN	HP:0001999
CSF1R_HUMAN	HP:0002067
CSF1R_HUMAN	HP:0002901
CSF1R_HUMAN	HP:0002518
CSF1R_HUMAN	HP:0000727
CSF1R_HUMAN	HP:0003676
CSF1R_HUMAN	HP:0003678
CSF1R_HUMAN	HP:0000926
CSF1R_HUMAN	HP:0002529
CSF1R_HUMAN	HP:0002465
CSF1R_HUMAN	HP:0001250
CSF1R_HUMAN	HP:0001251
CSF1R_HUMAN	HP:0001257
CSF1R_HUMAN	HP:0001321
CSF1R_HUMAN	HP:0001260
CSF1R_HUMAN	HP:0000238
CSF1R_HUMAN	HP:0001263
CSF1R_HUMAN	HP:0002352
CSF1R_HUMAN	HP:0002354
CSF1R_HUMAN	HP:0001268
CSF1R_HUMAN	HP:0002808
CSF1R_HUMAN	HP:0000505
CSF1R_HUMAN	HP:0002362
CSF1R_HUMAN	HP:0011002
CSF1R_HUMAN	HP:0001274
CSF1R_HUMAN	HP:0002171
CSF1R_HUMAN	HP:0002300
CSF1R_HUMAN	HP:0002172
CSF1R_HUMAN	HP:0003581
CSF1R_HUMAN	HP:0007165
CSF2R_HUMAN	HP:0012418
CSF2R_HUMAN	HP:0003651
CSF2R_HUMAN	HP:0002789
CSF2R_HUMAN	HP:0001417
CSF2R_HUMAN	HP:0030057
CSF2R_HUMAN	HP:0002091
CSF2R_HUMAN	HP:0011949
CSF2R_HUMAN	HP:0030830
CSF2R_HUMAN	HP:0025391
CSF2R_HUMAN	HP:0001649
CSF2R_HUMAN	HP:0002098
CSF2R_HUMAN	HP:0006517
CSF2R_HUMAN	HP:0031029
CSF2R_HUMAN	HP:0004887
CSF2R_HUMAN	HP:0001531
CSF2R_HUMAN	HP:0012735
IL3RB_HUMAN	HP:0012418
IL3RB_HUMAN	HP:0003651
IL3RB_HUMAN	HP:0002789
IL3RB_HUMAN	HP:0000007
IL3RB_HUMAN	HP:0030057
IL3RB_HUMAN	HP:0002091
IL3RB_HUMAN	HP:0011949
IL3RB_HUMAN	HP:0002093
IL3RB_HUMAN	HP:0030830
IL3RB_HUMAN	HP:0002094
IL3RB_HUMAN	HP:0025391
IL3RB_HUMAN	HP:0001649
IL3RB_HUMAN	HP:0002098
IL3RB_HUMAN	HP:0031029
IL3RB_HUMAN	HP:0006517
IL3RB_HUMAN	HP:0004887
IL3RB_HUMAN	HP:0001531
IL3RB_HUMAN	HP:0012735
CSF3R_HUMAN	HP:0001875
CSF3R_HUMAN	HP:0000007
CSF3R_HUMAN	HP:0002719
KC1D_HUMAN	HP:0031873
KC1D_HUMAN	HP:0002083
KC1D_HUMAN	HP:0006979
KC1D_HUMAN	HP:0000006
KC1D_HUMAN	HP:0002076
KC1D_HUMAN	HP:0002077
CSK21_HUMAN	HP:0011968
CSK21_HUMAN	HP:0001344
CSK21_HUMAN	HP:0010819
CSK21_HUMAN	HP:0030084
CSK21_HUMAN	HP:0001156
CSK21_HUMAN	HP:0000006
CSK21_HUMAN	HP:0001290
CSK21_HUMAN	HP:0000463
CSK21_HUMAN	HP:0001302
CSK21_HUMAN	HP:0009879
CSK21_HUMAN	HP:0000664
CSK21_HUMAN	HP:0002650
CSK21_HUMAN	HP:0000218
CSK21_HUMAN	HP:0000347
CSK21_HUMAN	HP:0000219
CSK21_HUMAN	HP:0004315
CSK21_HUMAN	HP:0001627
CSK21_HUMAN	HP:0000286
CSK21_HUMAN	HP:0002720
CSK21_HUMAN	HP:0001249
CSK21_HUMAN	HP:0002019
CSK21_HUMAN	HP:0001508
CSK21_HUMAN	HP:0001382
CSK21_HUMAN	HP:0007018
CSK21_HUMAN	HP:0000750
CSK21_HUMAN	HP:0001263
CSK21_HUMAN	HP:0000431
CSK21_HUMAN	HP:0000369
CSK21_HUMAN	HP:0002553
CSK21_HUMAN	HP:0000508
CSK21_HUMAN	HP:0000252
CSK21_HUMAN	HP:0000316
CSPG2_HUMAN	HP:0000545
CSPG2_HUMAN	HP:0001123
CSPG2_HUMAN	HP:0000518
CSPG2_HUMAN	HP:0000006
CSPG2_HUMAN	HP:0030663
CSPG2_HUMAN	HP:0000648
CSPG2_HUMAN	HP:0007722
CSPG2_HUMAN	HP:0000501
CSPG2_HUMAN	HP:0000533
CSPG2_HUMAN	HP:0030490
CSPG2_HUMAN	HP:0007643
CSPG2_HUMAN	HP:0000572
CSPG2_HUMAN	HP:0007773
CYTC_HUMAN	HP:0000608
CYTC_HUMAN	HP:0003216
CYTC_HUMAN	HP:0001297
CYTC_HUMAN	HP:0011970
CYTC_HUMAN	HP:0100613
CYTC_HUMAN	HP:0010982
CYTC_HUMAN	HP:0000006
CYTC_HUMAN	HP:0000726
CYTC_HUMAN	HP:0002170
CYTC_HUMAN	HP:0001342
CYTM_HUMAN	HP:0000498
CYTM_HUMAN	HP:0000613
CYTM_HUMAN	HP:0000966
CYTM_HUMAN	HP:0000007
CYTM_HUMAN	HP:0002231
CYTM_HUMAN	HP:0002217
CYTM_HUMAN	HP:0000653
CYTM_HUMAN	HP:0000958
CYTA_HUMAN	HP:0008064
CYTA_HUMAN	HP:0200034
CYTA_HUMAN	HP:0040162
CYTA_HUMAN	HP:0008066
CYTA_HUMAN	HP:0025092
CYTA_HUMAN	HP:0000964
