Uniprot_ID	HPO-Term-ID
ABL1_HUMAN	HP:0004848
ABL1_HUMAN	HP:0000307
ABL1_HUMAN	HP:0004852
ABL1_HUMAN	HP:0003189
ABL1_HUMAN	HP:0001974
ABL1_HUMAN	HP:0001912
ABL1_HUMAN	HP:0002107
ABL1_HUMAN	HP:0003196
ABL1_HUMAN	HP:0000767
ACACA_HUMAN	HP:0001510
ACACA_HUMAN	HP:0000007
ACACA_HUMAN	HP:0001290
ACACA_HUMAN	HP:0003198
ACADL_HUMAN	HP:0002240
ACADL_HUMAN	HP:0011968
ACADL_HUMAN	HP:0003458
ACADL_HUMAN	HP:0001987
ACADL_HUMAN	HP:0001290
ACADL_HUMAN	HP:0008331
ACADL_HUMAN	HP:0004749
ACADL_HUMAN	HP:0003215
ACADL_HUMAN	HP:0003473
ACADL_HUMAN	HP:0011346
ACADL_HUMAN	HP:0009045
ACADL_HUMAN	HP:0100950
ACADL_HUMAN	HP:0000729
ACADL_HUMAN	HP:0002013
ACADL_HUMAN	HP:0003552
ACADL_HUMAN	HP:0003234
ACADL_HUMAN	HP:0002789
ACADL_HUMAN	HP:0001254
ACADL_HUMAN	HP:0001958
ACADL_HUMAN	HP:0001639
ACADL_HUMAN	HP:0001645
ACADL_HUMAN	HP:0008305
ACADL_HUMAN	HP:0006579
ACADL_HUMAN	HP:0001397
ACADL_HUMAN	HP:0001657
ACADL_HUMAN	HP:0003324
ACADL_HUMAN	HP:0001404
ACADL_HUMAN	HP:0002045
ACADL_HUMAN	HP:0003326
ACADM_HUMAN	HP:0002240
ACADM_HUMAN	HP:0000256
ACADM_HUMAN	HP:0003202
ACADM_HUMAN	HP:0001410
ACADM_HUMAN	HP:0003394
ACADM_HUMAN	HP:0001987
ACADM_HUMAN	HP:0002181
ACADM_HUMAN	HP:0002373
ACADM_HUMAN	HP:0000007
ACADM_HUMAN	HP:0001290
ACADM_HUMAN	HP:0003215
ACADM_HUMAN	HP:0007185
ACADM_HUMAN	HP:0002069
ACADM_HUMAN	HP:0001942
ACADM_HUMAN	HP:0001943
ACADM_HUMAN	HP:0001946
ACADM_HUMAN	HP:0003738
ACADM_HUMAN	HP:0012378
ACADM_HUMAN	HP:0040155
ACADM_HUMAN	HP:0011675
ACADM_HUMAN	HP:0002013
ACADM_HUMAN	HP:0002910
ACADM_HUMAN	HP:0002014
ACADM_HUMAN	HP:0011936
ACADM_HUMAN	HP:0003234
ACADM_HUMAN	HP:0001250
ACADM_HUMAN	HP:0001315
ACADM_HUMAN	HP:0001251
ACADM_HUMAN	HP:0003108
ACADM_HUMAN	HP:0001252
ACADM_HUMAN	HP:0003236
ACADM_HUMAN	HP:0001254
ACADM_HUMAN	HP:0004326
ACADM_HUMAN	HP:0001640
ACADM_HUMAN	HP:0001259
ACADM_HUMAN	HP:0000750
ACADM_HUMAN	HP:0001263
ACADM_HUMAN	HP:0045040
ACADM_HUMAN	HP:0005684
ACADM_HUMAN	HP:0008309
ACADM_HUMAN	HP:0001397
ACADM_HUMAN	HP:0003701
ACADM_HUMAN	HP:0030199
ACADM_HUMAN	HP:0002875
ACADM_HUMAN	HP:0003198
ACADS_HUMAN	HP:0001250
ACADS_HUMAN	HP:0001252
ACADS_HUMAN	HP:0002500
ACADS_HUMAN	HP:0001508
ACADS_HUMAN	HP:0010628
ACADS_HUMAN	HP:0000709
ACADS_HUMAN	HP:0001254
ACADS_HUMAN	HP:0001638
ACADS_HUMAN	HP:0003623
ACADS_HUMAN	HP:0000007
ACADS_HUMAN	HP:0008872
ACADS_HUMAN	HP:0001290
ACADS_HUMAN	HP:0000750
ACADS_HUMAN	HP:0000590
ACADS_HUMAN	HP:0001263
ACADS_HUMAN	HP:0004911
ACADS_HUMAN	HP:0003219
ACADS_HUMAN	HP:0002650
ACADS_HUMAN	HP:0001371
ACADS_HUMAN	HP:0003198
ACDSB_HUMAN	HP:0000577
ACDSB_HUMAN	HP:0001250
ACDSB_HUMAN	HP:0001252
ACDSB_HUMAN	HP:0001254
ACDSB_HUMAN	HP:0000007
ACDSB_HUMAN	HP:0003593
ACDSB_HUMAN	HP:0001290
ACDSB_HUMAN	HP:0001263
ACDSB_HUMAN	HP:0003700
ACDSB_HUMAN	HP:0001270
ACDSB_HUMAN	HP:0001943
ACDSB_HUMAN	HP:0000252
ACDSB_HUMAN	HP:0002045
ACDSB_HUMAN	HP:0005949
ACADV_HUMAN	HP:0000256
ACADV_HUMAN	HP:0003075
ACADV_HUMAN	HP:0000007
ACADV_HUMAN	HP:0001545
ACADV_HUMAN	HP:0001290
ACADV_HUMAN	HP:0001678
ACADV_HUMAN	HP:0003215
ACADV_HUMAN	HP:0004756
ACADV_HUMAN	HP:0001942
ACADV_HUMAN	HP:0003738
ACADV_HUMAN	HP:0025502
ACADV_HUMAN	HP:0003234
ACADV_HUMAN	HP:0001698
ACADV_HUMAN	HP:0003236
ACADV_HUMAN	HP:0001958
ACADV_HUMAN	HP:0002090
ACADV_HUMAN	HP:0001324
ACADV_HUMAN	HP:0002098
ACADV_HUMAN	HP:0000952
ACADV_HUMAN	HP:0002876
ACADV_HUMAN	HP:0030781
ACADV_HUMAN	HP:0002240
ACADV_HUMAN	HP:0011968
ACADV_HUMAN	HP:0001985
ACADV_HUMAN	HP:0003394
ACADV_HUMAN	HP:0001987
ACADV_HUMAN	HP:0009045
ACADV_HUMAN	HP:0002901
ACADV_HUMAN	HP:0002013
ACADV_HUMAN	HP:0001629
ACADV_HUMAN	HP:0002910
ACADV_HUMAN	HP:0003552
ACADV_HUMAN	HP:0001252
ACADV_HUMAN	HP:0002789
ACADV_HUMAN	HP:0001254
ACADV_HUMAN	HP:0001639
ACADV_HUMAN	HP:0002280
ACADV_HUMAN	HP:0001513
ACADV_HUMAN	HP:0001644
ACADV_HUMAN	HP:0001645
ACADV_HUMAN	HP:0001518
ACADV_HUMAN	HP:0008305
ACADV_HUMAN	HP:0011123
ACADV_HUMAN	HP:0008947
ACADV_HUMAN	HP:0012531
ACADV_HUMAN	HP:0001397
ACADV_HUMAN	HP:0001655
ACADV_HUMAN	HP:0001657
ACADV_HUMAN	HP:0001404
ACADV_HUMAN	HP:0002045
ACADV_HUMAN	HP:0001663
THIL_HUMAN	HP:0002240
THIL_HUMAN	HP:0003074
THIL_HUMAN	HP:0001987
THIL_HUMAN	HP:0000007
THIL_HUMAN	HP:0000713
THIL_HUMAN	HP:0001993
THIL_HUMAN	HP:0000969
THIL_HUMAN	HP:0007308
THIL_HUMAN	HP:0000980
THIL_HUMAN	HP:0005974
THIL_HUMAN	HP:0001942
THIL_HUMAN	HP:0001943
THIL_HUMAN	HP:0001944
THIL_HUMAN	HP:0001945
THIL_HUMAN	HP:0002013
THIL_HUMAN	HP:0002014
THIL_HUMAN	HP:0001824
THIL_HUMAN	HP:0001249
THIL_HUMAN	HP:0012705
THIL_HUMAN	HP:0001250
THIL_HUMAN	HP:0001251
THIL_HUMAN	HP:0001252
THIL_HUMAN	HP:0000741
THIL_HUMAN	HP:0002149
THIL_HUMAN	HP:0002789
THIL_HUMAN	HP:0500001
THIL_HUMAN	HP:0001894
THIL_HUMAN	HP:0002151
THIL_HUMAN	HP:0002919
THIL_HUMAN	HP:0001256
THIL_HUMAN	HP:0001257
THIL_HUMAN	HP:0012523
THIL_HUMAN	HP:0001259
THIL_HUMAN	HP:0001262
THIL_HUMAN	HP:0010864
THIL_HUMAN	HP:0001265
THIL_HUMAN	HP:0000822
THIL_HUMAN	HP:0001270
THIL_HUMAN	HP:0001974
THIL_HUMAN	HP:0002039
THIL_HUMAN	HP:0002615
THIL_HUMAN	HP:0012735
THIC_HUMAN	HP:0003745
THIC_HUMAN	HP:0003542
THIC_HUMAN	HP:0002151
THIC_HUMAN	HP:0002072
THIC_HUMAN	HP:0001290
THIC_HUMAN	HP:0001263
ACON_HUMAN	HP:0030528
ACON_HUMAN	HP:0002305
ACON_HUMAN	HP:0000642
ACON_HUMAN	HP:0001284
ACON_HUMAN	HP:0007108
ACON_HUMAN	HP:0000007
ACON_HUMAN	HP:0000648
ACON_HUMAN	HP:0002120
ACON_HUMAN	HP:0003593
ACON_HUMAN	HP:0001290
ACON_HUMAN	HP:0011344
ACON_HUMAN	HP:0000980
ACON_HUMAN	HP:0000407
ACON_HUMAN	HP:0002079
ACON_HUMAN	HP:0001250
ACON_HUMAN	HP:0001251
ACON_HUMAN	HP:0001508
ACON_HUMAN	HP:0000486
ACON_HUMAN	HP:0000556
ACON_HUMAN	HP:0007663
ACON_HUMAN	HP:0010864
ACON_HUMAN	HP:0001265
ACON_HUMAN	HP:0001272
ACON_HUMAN	HP:0000253
ACON_HUMAN	HP:0000639
ACOX1_HUMAN	HP:0000512
ACOX1_HUMAN	HP:0000007
ACOX1_HUMAN	HP:0000648
ACOX1_HUMAN	HP:0001288
ACOX1_HUMAN	HP:0000649
ACOX1_HUMAN	HP:0001161
ACOX1_HUMAN	HP:0007305
ACOX1_HUMAN	HP:0003593
ACOX1_HUMAN	HP:0000654
ACOX1_HUMAN	HP:0001939
ACOX1_HUMAN	HP:0000407
ACOX1_HUMAN	HP:0006555
ACOX1_HUMAN	HP:0000668
ACOX1_HUMAN	HP:0000286
ACOX1_HUMAN	HP:0003487
ACOX1_HUMAN	HP:0005280
ACOX1_HUMAN	HP:0000545
ACOX1_HUMAN	HP:0001319
ACOX1_HUMAN	HP:0008619
ACOX1_HUMAN	HP:0002093
ACOX1_HUMAN	HP:0000431
ACOX1_HUMAN	HP:0002353
ACOX1_HUMAN	HP:0001332
ACOX1_HUMAN	HP:0008763
ACOX1_HUMAN	HP:0000316
ACOX1_HUMAN	HP:0002240
ACOX1_HUMAN	HP:0001347
ACOX1_HUMAN	HP:0000580
ACOX1_HUMAN	HP:0002376
ACOX1_HUMAN	HP:0011344
ACOX1_HUMAN	HP:0002007
ACOX1_HUMAN	HP:0002910
ACOX1_HUMAN	HP:0012639
ACOX1_HUMAN	HP:0002015
ACOX1_HUMAN	HP:0000737
ACOX1_HUMAN	HP:0001250
ACOX1_HUMAN	HP:0001508
ACOX1_HUMAN	HP:0001252
ACOX1_HUMAN	HP:0000486
ACOX1_HUMAN	HP:0006887
ACOX1_HUMAN	HP:0001263
ACOX1_HUMAN	HP:0002415
ACOX1_HUMAN	HP:0010864
ACOX1_HUMAN	HP:0000369
ACOX1_HUMAN	HP:0001522
ACOX1_HUMAN	HP:0003186
ACOX1_HUMAN	HP:0002167
ACOX1_HUMAN	HP:0000248
ACOX1_HUMAN	HP:0001276
ACOX1_HUMAN	HP:0000510
ACOX1_HUMAN	HP:0000639
PPAL_HUMAN	HP:0002179
PPAL_HUMAN	HP:0001252
PPAL_HUMAN	HP:0001892
PPAL_HUMAN	HP:0000007
PPAL_HUMAN	HP:0001290
PPAL_HUMAN	HP:0002013
PPA5_HUMAN	HP:0000007
PPA5_HUMAN	HP:0005576
PPA5_HUMAN	HP:0008905
PPA5_HUMAN	HP:0001034
PPA5_HUMAN	HP:0005387
PPA5_HUMAN	HP:0000460
PPA5_HUMAN	HP:0002958
PPA5_HUMAN	HP:0003025
PPA5_HUMAN	HP:0000979
PPA5_HUMAN	HP:0000403
PPA5_HUMAN	HP:0001045
PPA5_HUMAN	HP:0005403
PPA5_HUMAN	HP:0002716
PPA5_HUMAN	HP:0002205
PPA5_HUMAN	HP:0000926
PPA5_HUMAN	HP:0002657
PPA5_HUMAN	HP:0004322
PPA5_HUMAN	HP:0011108
PPA5_HUMAN	HP:0003301
PPA5_HUMAN	HP:0003621
PPA5_HUMAN	HP:0007526
PPA5_HUMAN	HP:0002983
PPA5_HUMAN	HP:0001256
PPA5_HUMAN	HP:0002090
PPA5_HUMAN	HP:0005930
PPA5_HUMAN	HP:0002091
PPA5_HUMAN	HP:0003307
PPA5_HUMAN	HP:0000684
PPA5_HUMAN	HP:0002478
PPA5_HUMAN	HP:0001264
PPA5_HUMAN	HP:0000944
PPA5_HUMAN	HP:0003312
PPA5_HUMAN	HP:0000369
PPA5_HUMAN	HP:0005681
PPA5_HUMAN	HP:0008818
PPA5_HUMAN	HP:0004979
PPA5_HUMAN	HP:0001973
PPA5_HUMAN	HP:0000821
PPA5_HUMAN	HP:0002808
PPA5_HUMAN	HP:0002938
PPA5_HUMAN	HP:0005374
PPA5_HUMAN	HP:0002751
ACTS_HUMAN	HP:0001283
ACTS_HUMAN	HP:0001284
ACTS_HUMAN	HP:0000006
ACTS_HUMAN	HP:0000774
ACTS_HUMAN	HP:0000007
ACTS_HUMAN	HP:0000775
ACTS_HUMAN	HP:0002312
ACTS_HUMAN	HP:0001290
ACTS_HUMAN	HP:0002058
ACTS_HUMAN	HP:0002827
ACTS_HUMAN	HP:0002063
ACTS_HUMAN	HP:0003089
ACTS_HUMAN	HP:0000275
ACTS_HUMAN	HP:0002067
ACTS_HUMAN	HP:0000276
ACTS_HUMAN	HP:0002068
ACTS_HUMAN	HP:0008981
ACTS_HUMAN	HP:0001558
ACTS_HUMAN	HP:0000278
ACTS_HUMAN	HP:0001561
ACTS_HUMAN	HP:0000028
ACTS_HUMAN	HP:0011807
ACTS_HUMAN	HP:0001315
ACTS_HUMAN	HP:0001319
ACTS_HUMAN	HP:0002089
ACTS_HUMAN	HP:0002857
ACTS_HUMAN	HP:0002090
ACTS_HUMAN	HP:0000298
ACTS_HUMAN	HP:0002093
ACTS_HUMAN	HP:0000047
ACTS_HUMAN	HP:0003121
ACTS_HUMAN	HP:0002355
ACTS_HUMAN	HP:0010804
ACTS_HUMAN	HP:0000054
ACTS_HUMAN	HP:0002359
ACTS_HUMAN	HP:0031546
ACTS_HUMAN	HP:0000316
ACTS_HUMAN	HP:0002877
ACTS_HUMAN	HP:0002878
ACTS_HUMAN	HP:0003391
ACTS_HUMAN	HP:0009025
ACTS_HUMAN	HP:0006466
ACTS_HUMAN	HP:0001347
ACTS_HUMAN	HP:0009027
ACTS_HUMAN	HP:0001349
ACTS_HUMAN	HP:0002375
ACTS_HUMAN	HP:0001612
ACTS_HUMAN	HP:0032341
ACTS_HUMAN	HP:0001622
ACTS_HUMAN	HP:0000343
ACTS_HUMAN	HP:0001623
ACTS_HUMAN	HP:0002650
ACTS_HUMAN	HP:0000602
ACTS_HUMAN	HP:0007514
ACTS_HUMAN	HP:0000347
ACTS_HUMAN	HP:0003677
ACTS_HUMAN	HP:0001374
ACTS_HUMAN	HP:0009055
ACTS_HUMAN	HP:0009058
ACTS_HUMAN	HP:0012899
ACTS_HUMAN	HP:0001638
ACTS_HUMAN	HP:0003687
ACTS_HUMAN	HP:0003690
ACTS_HUMAN	HP:0003691
ACTS_HUMAN	HP:0001644
ACTS_HUMAN	HP:0001388
ACTS_HUMAN	HP:0000369
ACTS_HUMAN	HP:0000883
ACTS_HUMAN	HP:0002421
ACTS_HUMAN	HP:0003701
ACTS_HUMAN	HP:0003445
ACTS_HUMAN	HP:0002938
ACTS_HUMAN	HP:0003198
ACTS_HUMAN	HP:0006785
ACTS_HUMAN	HP:0003713
ACTS_HUMAN	HP:0003202
ACTS_HUMAN	HP:0003458
ACTS_HUMAN	HP:0003715
ACTS_HUMAN	HP:0010628
ACTS_HUMAN	HP:0003722
ACTS_HUMAN	HP:0002705
ACTS_HUMAN	HP:0001425
ACTS_HUMAN	HP:0003736
ACTS_HUMAN	HP:0002970
ACTS_HUMAN	HP:0002460
ACTS_HUMAN	HP:0002205
ACTS_HUMAN	HP:0001181
ACTS_HUMAN	HP:0030878
ACTS_HUMAN	HP:0003236
ACTS_HUMAN	HP:0008872
ACTS_HUMAN	HP:0009130
ACTS_HUMAN	HP:0002987
ACTS_HUMAN	HP:0003755
ACTS_HUMAN	HP:0006829
ACTS_HUMAN	HP:0002483
ACTS_HUMAN	HP:0002747
ACTS_HUMAN	HP:0002751
ACTS_HUMAN	HP:0011968
ACTS_HUMAN	HP:0001989
ACTS_HUMAN	HP:0003273
ACTS_HUMAN	HP:0002515
ACTS_HUMAN	HP:0000467
ACTS_HUMAN	HP:0031189
ACTS_HUMAN	HP:0003798
ACTS_HUMAN	HP:0000470
ACTS_HUMAN	HP:0000473
ACTS_HUMAN	HP:0000218
ACTS_HUMAN	HP:0003546
ACTS_HUMAN	HP:0003803
ACTS_HUMAN	HP:0003805
ACTS_HUMAN	HP:0005855
ACTS_HUMAN	HP:0002015
ACTS_HUMAN	HP:0003551
ACTS_HUMAN	HP:0003552
ACTS_HUMAN	HP:0001249
ACTS_HUMAN	HP:0001761
ACTS_HUMAN	HP:0001762
ACTS_HUMAN	HP:0004322
ACTS_HUMAN	HP:0003810
ACTS_HUMAN	HP:0003555
ACTS_HUMAN	HP:0001508
ACTS_HUMAN	HP:0001252
ACTS_HUMAN	HP:0003557
ACTS_HUMAN	HP:0002792
ACTS_HUMAN	HP:0003306
ACTS_HUMAN	HP:0003307
ACTS_HUMAN	HP:0001771
ACTS_HUMAN	HP:0006380
ACTS_HUMAN	HP:0001263
ACTS_HUMAN	HP:0000239
ACTS_HUMAN	HP:0030192
ACTS_HUMAN	HP:0001265
ACTS_HUMAN	HP:0002033
ACTS_HUMAN	HP:0012785
ACTS_HUMAN	HP:0002804
ACTS_HUMAN	HP:0003828
ACTS_HUMAN	HP:0008180
ACTS_HUMAN	HP:0030196
ACTS_HUMAN	HP:0001270
ACTS_HUMAN	HP:0030198
ACTS_HUMAN	HP:0002808
ACTS_HUMAN	HP:0030200
ACTS_HUMAN	HP:0003577
ACTS_HUMAN	HP:0003323
ACTS_HUMAN	HP:0003324
ACTS_HUMAN	HP:0000508
ACTS_HUMAN	HP:0001276
ACTS_HUMAN	HP:0000765
ACTS_HUMAN	HP:0001533
ACTS_HUMAN	HP:0003325
ACTS_HUMAN	HP:0000767
ACTS_HUMAN	HP:0003327
ACTA_HUMAN	HP:0012163
ACTA_HUMAN	HP:0000006
ACTA_HUMAN	HP:0002566
ACTA_HUMAN	HP:0100749
ACTA_HUMAN	HP:0001677
ACTA_HUMAN	HP:0000525
